Voltage (V),Current (A)
2.4000000000000004,3.345175e-07
2.6,3.671357e-07
2.8000000000000003,4.019241e-07
3.0,4.383519e-07
3.2,4.793284e-07
3.4000000000000004,5.193021e-07
3.6,5.608726e-07
3.8000000000000003,6.034587e-07
4.0,6.466e-07
4.2,6.891962e-07
4.4,7.332373e-07
4.6000000000000005,7.794664e-07
4.800000000000001,8.259823e-07
5.0,8.770118e-07
5.2,9.698691e-07
5.4,1.03e-06
5.6000000000000005,1.091673e-06
5.800000000000001,1.157241e-06
6.0,1.225583e-06
6.2,1.292726e-06
6.4,1.3696e-06
6.6000000000000005,1.445996e-06
6.800000000000001,1.521565e-06
7.0,1.600973e-06
7.2,1.680483e-06
7.4,1.769012e-06
7.6000000000000005,1.853854e-06
7.800000000000001,1.936066e-06
8.0,2.029649e-06
8.200000000000001,2.143831e-06
8.4,2.233231e-06
8.6,2.311083e-06
8.8,2.390632e-06
9.0,2.481556e-06
9.200000000000001,2.583225e-06
9.4,2.659193e-06
9.600000000000001,2.746355e-06
9.8,2.834005e-06
10.0,2.910294e-06
10.200000000000001,3.004648e-06
10.4,3.078196e-06
10.600000000000001,3.159426e-06
10.8,3.240602e-06
11.0,3.337299e-06
11.200000000000001,3.393018e-06
11.4,3.447854e-06
11.600000000000001,3.493925e-06
11.8,3.539094e-06
12.0,3.594766e-06
12.0,3.59273e-06
11.8,3.49695e-06
11.600000000000001,3.458776e-06
11.400000000000002,3.4056e-06
11.200000000000003,3.331922e-06
11.000000000000004,3.281774e-06
10.800000000000004,3.240818e-06
10.600000000000005,3.190122e-06
10.400000000000006,3.102061e-06
10.200000000000006,3.073881e-06
10.000000000000007,3.015125e-06
9.800000000000008,2.970003e-06
9.600000000000009,2.910669e-06
9.40000000000001,2.84355e-06
9.20000000000001,2.783221e-06
9.00000000000001,2.725484e-06
8.800000000000011,2.660793e-06
8.600000000000012,2.600324e-06
8.400000000000013,2.561316e-06
8.200000000000014,2.516286e-06
8.000000000000014,2.447745e-06
7.800000000000015,2.386522e-06
7.600000000000016,2.332414e-06
7.400000000000016,2.273931e-06
7.200000000000017,2.213824e-06
7.000000000000018,2.166969e-06
6.8000000000000185,2.116581e-06
6.600000000000019,2.080076e-06
6.40000000000002,2.01443e-06
6.200000000000021,1.947407e-06
6.000000000000021,1.908212e-06
5.800000000000022,1.84981e-06
5.600000000000023,1.794645e-06
5.4000000000000234,1.743296e-06
5.200000000000024,1.685864e-06
5.000000000000025,1.628215e-06
4.800000000000026,1.575446e-06
4.600000000000026,1.521044e-06
4.400000000000027,1.428412e-06
4.200000000000028,1.371561e-06
4.000000000000028,1.308096e-06
3.800000000000029,1.224475e-06
3.60000000000003,1.158182e-06
3.4000000000000306,1.082917e-06
3.2000000000000313,1.00789e-06
3.000000000000032,9.440618e-07
2.8000000000000327,8.590231e-07
2.6000000000000334,7.892755e-07
2.400000000000034,7.16256e-07
2.200000000000035,6.450898e-07
2.0000000000000355,5.721051e-07
1.8000000000000362,5.002997e-07
1.600000000000037,4.301683e-07
1.4000000000000377,3.616126e-07
1.2000000000000384,2.950017e-07
1.000000000000039,2.316344e-07
0.8000000000000398,1.720631e-07
0.6000000000000405,1.174997e-07
0.4000000000000412,6.909654e-08
0.20000000000004192,2.981961e-08
4.263256414560601e-14,8.441969e-13
-0.19999999999995666,-2.235098e-08
-0.39999999999995595,-4.027666e-08
-0.5999999999999552,-5.736328e-08
-0.7999999999999545,-7.497707e-08
-0.9999999999999538,-8.962922e-08
-1.199999999999953,-1.145888e-07
-1.3999999999999524,-1.275422e-07
-1.5999999999999517,-1.397096e-07
-1.799999999999951,-1.512121e-07
-1.9999999999999503,-1.648604e-07
-2.1999999999999496,-1.799624e-07
-2.399999999999949,-1.951259e-07
-2.599999999999948,-2.131504e-07
-2.7999999999999474,-2.310661e-07
-2.9999999999999467,-2.506256e-07
-3.199999999999946,-2.740785e-07
-3.3999999999999453,-2.967398e-07
-3.5999999999999446,-3.221663e-07
-3.799999999999944,-3.463562e-07
-3.999999999999943,-3.736617e-07
-4.1999999999999424,-4.022705e-07
